p30_id,source_issue_id,phase,priority,severity,category,gate,path,title,disposition,owner,blocker,next_pass_target,evidence
P30-ABSORB-0300,AIDENS-HA-20260508-0300,P30-07,P1,Medium,RUNTIME-PANIC,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-runner/src/lib.rs,Run report ledger lock poisoning panics the runner,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0301,AIDENS-HA-20260508-0301,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0302,AIDENS-HA-20260508-0302,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0303,AIDENS-HA-20260508-0303,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0304,AIDENS-HA-20260508-0304,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0305,AIDENS-HA-20260508-0305,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0306,AIDENS-HA-20260508-0306,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0307,AIDENS-HA-20260508-0307,P30-05,P1,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,Ignored result discards execution evidence,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0308,AIDENS-HA-20260508-0308,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-agency-kit/src/lib.rs,Dynamic serde_json::Value appears in contract/runtime path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0309,AIDENS-HA-20260508-0309,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Dynamic serde_json::Value appears in contract/runtime path,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0310,AIDENS-HA-20260508-0310,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0311,AIDENS-HA-20260508-0311,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0312,AIDENS-HA-20260508-0312,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0313,AIDENS-HA-20260508-0313,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0314,AIDENS-HA-20260508-0314,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0315,AIDENS-HA-20260508-0315,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0316,AIDENS-HA-20260508-0316,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0317,AIDENS-HA-20260508-0317,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0318,AIDENS-HA-20260508-0318,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0319,AIDENS-HA-20260508-0319,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0320,AIDENS-HA-20260508-0320,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0321,AIDENS-HA-20260508-0321,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0322,AIDENS-HA-20260508-0322,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0323,AIDENS-HA-20260508-0323,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0324,AIDENS-HA-20260508-0324,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0325,AIDENS-HA-20260508-0325,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0326,AIDENS-HA-20260508-0326,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0327,AIDENS-HA-20260508-0327,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0328,AIDENS-HA-20260508-0328,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0329,AIDENS-HA-20260508-0329,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0330,AIDENS-HA-20260508-0330,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0331,AIDENS-HA-20260508-0331,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0332,AIDENS-HA-20260508-0332,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0333,AIDENS-HA-20260508-0333,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0334,AIDENS-HA-20260508-0334,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0335,AIDENS-HA-20260508-0335,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0336,AIDENS-HA-20260508-0336,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0337,AIDENS-HA-20260508-0337,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0338,AIDENS-HA-20260508-0338,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0339,AIDENS-HA-20260508-0339,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0340,AIDENS-HA-20260508-0340,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0341,AIDENS-HA-20260508-0341,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0342,AIDENS-HA-20260508-0342,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0343,AIDENS-HA-20260508-0343,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0344,AIDENS-HA-20260508-0344,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0345,AIDENS-HA-20260508-0345,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0346,AIDENS-HA-20260508-0346,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0347,AIDENS-HA-20260508-0347,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0348,AIDENS-HA-20260508-0348,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0349,AIDENS-HA-20260508-0349,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0350,AIDENS-HA-20260508-0350,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0351,AIDENS-HA-20260508-0351,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0352,AIDENS-HA-20260508-0352,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0353,AIDENS-HA-20260508-0353,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0354,AIDENS-HA-20260508-0354,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0355,AIDENS-HA-20260508-0355,P30-07,P2,Medium,DYNAMIC-JSON,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,Ad hoc serde_json::json! payload appears,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
